Variety,Treatment,Replicate,Fv/Fm,PIabs,Vj,Vi,TRo/RC,ETo/RC,ABS/RC,DIo/RC,ABS_RC_log,DIo_RC_log
73,CK1,3,0.8262777777777779,2.3728750000000005,0.4999166666666667,0.8535972222222223,1.4334694444444445,0.7144777777777778,1.7350527777777776,0.2960441176470589,0.5510378324046196,-1.217246789659415
73,D1,1,0.818774193548387,1.9925916666666668,0.5207774193548387,0.8527888888888889,1.4256527777777777,0.64671875,1.7149617647058824,0.3082812499999999,0.5393907857372356,-1.1767427633251482
73,D1,2,0.8138275862068967,1.724357575757576,0.5307969696969698,0.8623085714285713,1.4742878787878788,0.6838606060606061,1.799529411764706,0.3368333333333333,0.5875251928127748,-1.0881670308065712
73,D1,3,0.81184375,1.6052285714285712,0.53613125,0.8731545454545454,1.497174193548387,0.7209515151515152,1.877609375,0.3598757575757575,0.6299993586184789,-1.0219964249439684
73,RD2,1,0.78403125,0.7910484848484849,0.634265625,0.8509454545454546,2.1188939393939394,0.7397499999999999,2.7416242424242423,0.597675,1.0085505339757896,-0.5147081510302156
73,RD2,2,0.775107142857143,0.7056272727272728,0.6328333333333332,0.8472333333333334,2.341345454545454,0.81329,3.288875757575758,0.7377793103448276,1.1905457913568323,-0.30411053657541876
73,RD2,3,0.7965151515151516,0.87132,0.6098457142857142,0.8589057142857144,2.160625714285714,0.8248352941176471,2.7501828571428573,0.5494333333333333,1.0116674029743782,-0.5988678349129365
1099,CK1,1,0.8231612903225806,2.7723999999999998,0.4766533333333333,0.8851617647058824,1.3196117647058825,0.6610363636363638,1.5756718750000005,0.2754838709677419,0.45468176861668913,-1.2892261966846679
1099,CK1,2,0.8252333333333334,2.7323387096774194,0.47977,0.8817363636363637,1.2842470588235295,0.6568499999999999,1.5414484848484848,0.27250625,0.43272254893938245,-1.3000937293620427
1099,CK1,3,0.8286111111111112,3.934861111111112,0.4358882352941176,0.8837485714285714,1.1043527777777775,0.6159833333333332,1.3326000000000002,0.2282638888888888,0.2871319211462999,-1.477252911899873
1099,D1,1,0.7999444444444445,1.8093916666666665,0.5194416666666667,0.8709166666666666,1.5301055555555558,0.7205527777777777,1.9178916666666668,0.3878,0.6512264924190596,-0.9472655361735857
1099,D1,2,0.7885312499999999,1.6849694444444443,0.5576111111111111,0.8823757575757575,1.6473027777777778,0.6809406250000001,1.949484375,0.427971875,0.6675649145327865,-0.8486977981763313
1099,D1,3,0.7904848484848486,1.531872222222222,0.5349441176470587,0.881929411764706,1.5471942857142855,0.6881400000000001,1.9499294117647052,0.4085939393939394,0.6677931728254294,-0.8950334293225712
1099,RD2,1,0.8033214285714286,1.063432258064516,0.573696551724138,0.8272107142857142,1.878925806451613,0.7506264705882353,2.307693103448276,0.4497964285714285,0.8362483690281455,-0.798960179525286
1099,RD2,2,0.7968214285714286,0.800675,0.6054370370370371,0.8545166666666668,1.7774280000000002,0.6819028571428571,2.237284,0.4547961538461538,0.8052626301940944,-0.7879059739441672
1099,RD2,3,0.7988181818181819,1.0165970588235296,0.6056694444444443,0.8679057142857143,1.72754375,0.6887685714285714,2.142264516129033,0.42668125,0.7618634546575809,-0.851718031633196
1110,CK1,1,0.8296774193548386,3.634065714285714,0.4393242424242424,0.807142857142857,1.1930166666666666,0.6522371428571428,1.4193911764705884,0.2434882352941176,0.3502280307096777,-1.4126866526405912
1110,CK1,2,0.8301428571428572,3.948242857142857,0.4408058823529411,0.8016342857142859,1.0978352941176472,0.6146400000000001,1.3224205882352942,0.2264314285714286,0.27946383624445076,-1.4853131235091495
1110,CK1,3,0.823861111111111,2.8661742857142856,0.4733,0.8229600000000001,1.2363342857142858,0.6400314285714286,1.5017628571428572,0.2547625,0.4066396561517094,-1.367423540369639
1110,D1,1,0.8156764705882353,2.611658333333333,0.4739575757575758,0.8217166666666667,1.2740176470588238,0.6641090909090909,1.562611764705882,0.2885970588235294,0.44635862948207755,-1.242723823880959
1110,D1,2,0.8188888888888887,2.624523529411764,0.4746999999999999,0.8328393939393939,1.3191472222222222,0.6974444444444444,1.6099388888888886,0.2907833333333333,0.47619622106410797,-1.2351768481243361
1110,D1,3,0.8139714285714285,2.010297142857143,0.5088942857142856,0.8417833333333333,1.4247000000000003,0.69195,1.7523666666666664,0.3276638888888888,0.5609672552443199,-1.1157669249889972
1110,RD2,1,0.812709677419355,1.5443555555555557,0.54415625,0.8653029411764707,1.561209375,0.67943125,1.889612903225806,0.3540870967741935,0.6363719949864429,-1.0382123600249844
1110,RD2,2,0.7935,0.8720333333333334,0.6379777777777779,0.87258,2.089131428571428,0.6666703703703704,2.579262068965517,0.522425,0.94750333824126,-0.6492738461159753
1110,RD2,3,0.8029655172413792,1.0453249999999998,0.6392444444444444,0.8771030303030303,1.765960606060606,0.6773620689655173,2.101663333333333,0.4062896551724138,0.7427290947046922,-0.9006889373699071
1210,CK1,1,0.81734375,1.8841264705882352,0.51616875,0.8698000000000001,1.4851266666666667,0.71685,1.8166266666666668,0.3318312499999999,0.5969813014160119,-1.103128722417839
1210,CK1,2,0.8189687499999999,1.779111428571429,0.5393885714285714,0.8700542857142859,1.5301114285714286,0.695811111111111,1.87582,0.3457114285714285,0.6290458971533577,-1.0621508733836793
1210,CK1,3,0.8123611111111112,1.5076138888888893,0.5670194444444445,0.87595,1.622537142857143,0.6946166666666667,1.998,0.3700117647058824,0.6921466802263617,-0.9942204773469802
1210,D1,1,0.7720857142857143,0.7848722222222222,0.6857027777777778,0.8614611111111112,2.155575,0.6182722222222222,2.8857472222222222,0.6789771428571428,1.0597838689280747,-0.3871678149397667
1210,D1,2,0.8109393939393941,1.5209666666666666,0.5596583333333334,0.8632166666666666,1.6449085714285716,0.7166176470588234,2.0333514285714287,0.3884514285714286,0.7096853817689813,-0.9455871399726251
1210,D1,3,0.81496875,1.366097142857143,0.5677861111111112,0.8650583333333333,1.7952285714285714,0.7632088235294118,2.1744882352941177,0.388896875,0.7767933427369965,-0.9444410733374207
1210,RD2,1,0.8069032258064517,1.0827542857142858,0.5773151515151516,0.8599571428571428,1.8715903225806447,0.7533457142857144,2.25042,0.4287387096774193,0.811116865462941,-0.8469076139626008
1210,RD2,2,0.8091142857142858,1.3716611111111114,0.5685611111111111,0.8636055555555555,1.6692388888888887,0.7012827586206897,2.0651944444444443,0.3916257142857143,0.7252243839386058,-0.9374487058092057
1210,RD2,3,0.79609375,1.0314222222222222,0.6232527777777777,0.8607441176470589,1.946236111111111,0.7230393939393939,2.4444848484848487,0.50255625,0.8938344048111152,-0.6880477050152464
1214,CK1,1,0.8278000000000002,3.112475757575758,0.4690529411764706,0.8870906250000001,1.18081875,0.6245242424242424,1.4224181818181818,0.2461176470588235,0.35235836818890515,-1.4019456172935945
1214,CK1,2,0.8253030303030303,3.627588235294117,0.4536121212121212,0.8684558823529411,1.0807242424242425,0.5883090909090909,1.3141181818181815,0.2290968749999999,0.2731658565189136,-1.4736103299474508
1214,CK1,3,0.8286486486486485,3.5159081081081083,0.4508631578947368,0.8803783783783783,1.1707638888888887,0.6433142857142858,1.4152222222222222,0.2442368421052631,0.34728656627140303,-1.4096168601131303
1214,D1,1,0.8185,2.933391428571429,0.4760999999999999,0.868425,1.2022117647058823,0.6330545454545454,1.4696058823529412,0.2673941176470588,0.38499425760057565,-1.3190316128843882
1214,D1,2,0.8246285714285714,3.619897142857143,0.4395944444444444,0.8757696969696969,1.183914285714286,0.6507066666666665,1.4392514285714284,0.2490257142857142,0.3641231371537503,-1.39019911762568
1214,D1,3,0.8090571428571428,2.024190625,0.5175806451612905,0.9014742857142856,1.3040764705882353,0.6111558823529412,1.6036114285714285,0.3038558823529411,0.4722582285826129,-1.1912017611906283
1214,RD2,1,0.7970967741935483,1.4974888888888889,0.5506444444444445,0.8300542857142859,1.8283514285714284,0.7849228571428571,2.1591129032258065,0.4470774193548387,0.7696974443876107,-0.8050235017037202
1214,RD2,2,0.8113333333333335,1.6103972222222225,0.5324200000000001,0.8302638888888889,1.760645714285714,0.7920599999999999,2.121342424242424,0.4009875,0.7520491072676498,-0.9138250242312523
1214,RD2,3,0.8097272727272726,1.932997222222222,0.5020676470588237,0.8354472222222223,1.5977027777777777,0.7590944444444445,1.9850861111111116,0.3783628571428571,0.685662294110628,-0.9719016042784892
1218,CK1,1,0.8307777777777778,3.908490909090909,0.4305342857142857,0.8112257142857144,1.1383777777777777,0.6465277777777777,1.3709472222222223,0.2325722222222222,0.3155019040129521,-1.4585544689773748
1218,CK1,2,0.8283055555555555,3.174797058823529,0.4594361111111111,0.8368031250000001,1.2518555555555555,0.6673057142857144,1.5132416666666668,0.2613888888888889,0.41425414886332307,-1.3417459848588218
1218,CK1,3,0.8253611111111111,2.7926685714285715,0.475275,0.8544200000000001,1.2968333333333333,0.678961111111111,1.571463888888889,0.2779617647058824,0.4520075982379787,-1.2802717117797844
1218,D1,1,0.8062857142857143,2.377374285714285,0.4894555555555555,0.8536944444444444,1.4071666666666665,0.6927777777777777,1.7492222222222218,0.3420472222222221,0.5591712446962723,-1.0728064747780743
1218,D1,2,0.8123428571428573,2.8929171428571423,0.4699888888888888,0.8393638888888888,1.3247166666666668,0.6876799999999998,1.6358388888888888,0.311125,0.49215575465693895,-1.1675605182943811
1218,D1,3,0.7990882352941178,1.91325,0.5183666666666666,0.8491857142857142,1.5518555555555555,0.7198583333333333,1.9685444444444449,0.3831323529411765,0.6772944089697136,-0.9593747804597043
1218,RD2,1,0.8115000000000002,1.2435771428571427,0.5662935483870968,0.8467114285714286,1.5287388888888886,0.6125257142857141,1.9270612903225808,0.3494142857142856,0.6559961950097586,-1.0514969957004758
1218,RD2,2,0.8130714285714287,1.2294028571428572,0.5895742857142857,0.8532555555555555,1.641306896551724,0.7148166666666667,1.9689071428571427,0.3687892857142857,0.6774786390005759,-0.9975298394725608
1218,RD2,3,0.8042999999999999,1.5324611111111115,0.5751333333333334,0.85112,1.8011444444444444,0.7148676470588236,2.3428416666666667,0.5005914285714285,0.8513645800619649,-0.6919650224414222
1219,CK1,1,0.8193939393939392,2.4580857142857147,0.4668696969696969,0.8206199999999999,1.4085694444444443,0.7193314285714285,1.728472222222222,0.3140142857142857,0.5472379097975455,-1.1583167982034226
1219,CK1,2,0.8145555555555555,2.9796,0.4597285714285714,0.8265942857142857,1.2449057142857145,0.6607228571428573,1.5192,0.2831972222222222,0.41818388051593913,-1.2616117257480273
1219,CK1,3,0.8134,2.5829057142857144,0.47478,0.8435138888888889,1.3193,0.6713714285714287,1.6253147058823527,0.2990794117647058,0.4857014621893958,-1.2070461496682392
1219,D1,1,0.8085142857142856,2.4670542857142856,0.4735424242424242,0.8081354838709678,1.2783999999999998,0.664478125,1.56973,0.2995088235294117,0.45090363004860995,-1.2056114009944465
1219,D1,2,0.8168611111111111,2.7199147058823527,0.4698749999999999,0.8061612903225808,1.28598,0.6707114285714286,1.5610722222222222,0.2869222222222222,0.445372907101222,-1.2485441026604134
1219,D1,3,0.8063428571428571,1.809461111111111,0.5294657142857143,0.8433,1.3771413793103449,0.6906764705882352,1.7419000000000004,0.3499264705882353,0.5549764715012793,-1.050032230603033
1219,RD2,1,0.7884705882352941,1.2093555555555553,0.5541472222222222,0.8355294117647059,1.8703527777777784,0.8088138888888889,2.392752777777778,0.5006088235294118,0.8724444930075411,-0.6919302742320633
1219,RD2,2,0.8017500000000001,1.9575888888888893,0.4806399999999999,0.81515,1.515407407407407,0.7802676470588236,1.87115,0.3664103448275862,0.6265532151099612,-1.004001412880981
1219,RD2,3,0.788625,1.1823114285714282,0.5476083333333333,0.8438228571428571,1.959836111111111,0.8638382352941177,2.536030555555555,0.5587228571428571,0.930600085223039,-0.582101712054689
1228,CK1,1,0.8296388888888887,3.2542250000000004,0.4452,0.85805,1.3105914285714289,0.7287472222222222,1.5867666666666664,0.2706805555555556,0.46169840279929775,-1.306815915176168
1228,CK1,2,0.8315294117647057,3.462922222222222,0.43945,0.8495194444444444,1.2651111111111113,0.7084944444444444,1.5225972222222222,0.252046875,0.4204175755235548,-1.3781401968640212
1228,CK1,3,0.8273611111111111,3.5074222222222224,0.4339060606060606,0.8623861111111111,1.242986111111111,0.7001055555555555,1.502736111111111,0.2597583333333333,0.4072875205794088,-1.3480035673871675
1228,D1,1,0.7814545454545455,1.1636542857142858,0.5898028571428572,0.8809571428571429,1.7690305555555554,0.6894314285714286,2.180748484848485,0.4924818181818182,0.77966815954635,-0.7082977364487808
1228,D1,2,0.8116764705882353,2.338197058823529,0.4895483870967741,0.8594027777777777,1.3376314285714284,0.6514171428571429,1.6191090909090908,0.3034848484848484,0.4818760540864138,-1.192423592348699
1228,D1,3,0.8058484848484848,2.1935916666666664,0.5381833333333332,0.8630942857142857,1.451685294117647,0.6621628571428572,1.7017096774193547,0.3482125,0.5316334382917912,-1.0549423533837257
1228,RD2,1,0.6773714285714285,0.6410694444444444,0.6609722222222223,0.8700096774193546,2.0265083333333336,0.6550638888888887,3.05015625,1.0262687499999998,1.1151928188153306,0.025929652019547854
1228,RD2,2,0.7565333333333335,0.3989666666666667,0.743886111111111,0.8743472222222222,2.3732333333333333,0.5628555555555557,3.347914705882353,0.7652166666666668,1.2083376761624296,-0.2675962608551888
1228,RD2,3,0.74984375,0.5970444444444444,0.6571416666666666,0.8632696969696969,2.0450233333333334,0.687009375,2.6742827586206896,0.6336551724137931,0.9836812167768995,-0.4562503645996769
1235,CK1,1,0.8293529411764706,5.422205714285714,0.3844828571428572,0.8420852941176471,1.003476470588235,0.6111484848484848,1.210976470588235,0.2046611111111111,0.19142703464498245,-1.5863997842797724
1235,CK1,2,0.8271142857142856,4.384041176470589,0.4203484848484848,0.8485857142857144,1.0515583333333334,0.6077805555555557,1.2725916666666666,0.2210388888888888,0.24105550352123958,-1.5094166251218792
1235,CK1,3,0.824,3.4643057142857145,0.4516794117647058,0.8629687500000001,1.1560171428571429,0.6288857142857144,1.402365714285714,0.2446972222222222,0.3381606064407751,-1.4077336603665485
1235,D1,1,0.7675172413793104,1.448325,0.6058305555555555,0.8575470588235296,1.89155,0.6882454545454545,2.4062827586206894,0.5453535714285713,0.8780831329335226,-0.6063209397545806
1235,D1,2,0.8131249999999999,1.8154441176470588,0.5277428571428572,0.8815875,1.3426225806451615,0.6062454545454545,1.627069696969697,0.3022125,0.48678066503893513,-1.1966248666633976
1235,D1,3,0.81828125,2.4370114285714286,0.4955969696969697,0.8671205882352941,1.2699866666666666,0.6586848484848484,1.5414551724137933,0.27846,0.4327268874241694,-1.2784808565009977
1235,RD2,1,0.8041724137931034,1.3098888888888889,0.5848583333333334,0.8423542857142857,1.862475,0.7241194444444445,2.229477419354839,0.4120551724137931,0.8017672169133775,-0.8865980249725285
1235,RD2,2,0.7690689655172416,1.1242685714285714,0.5556714285714286,0.8438657142857143,1.6071555555555554,0.6913314285714286,2.0808942857142863,0.4715575757575758,0.7327977463682804,-0.7517140724706194
1235,RD2,3,0.767625,1.3051257142857142,0.5600416666666665,0.8451,1.7582571428571427,0.730160606060606,2.372548484848485,0.5362935483870968,0.8639646874779497,-0.6230736029237247
1252,CK1,1,0.8260833333333335,5.202111428571428,0.3758055555555556,0.8125942857142857,1.0627277777777775,0.6601833333333333,1.286575,0.22385,0.2519836487473734,-1.4967790942951626
1252,CK1,2,0.8332727272727273,4.597642857142858,0.4027742857142857,0.8576771428571428,1.1146361111111112,0.6667666666666668,1.339363888888889,0.2247194444444444,0.2921947914680479,-1.4929025684015385
1252,CK1,3,0.8319411764705882,4.454475,0.4022558823529411,0.8529483870967741,1.115353125,0.6727676470588236,1.3397281250000002,0.2286058823529412,0.29246670158645144,-1.475755795874883
1252,D1,1,0.8108823529411766,2.950702857142857,0.471538888888889,0.8597029411764705,1.13506875,0.6060516129032257,1.3895129032258062,0.2662888888888888,0.3289532563939409,-1.3231735110699405
1252,D1,2,0.8171290322580645,4.221682857142857,0.4116090909090909,0.8377942857142858,1.0512441176470586,0.6091857142857143,1.282479411764706,0.2312470588235294,0.2487952447290259,-1.4642686212714386
1252,D1,3,0.8156176470588236,3.899348571428571,0.4172323529411764,0.8307588235294118,1.1016529411764704,0.6344583333333333,1.3493029411764708,0.2449833333333332,0.2995881192317225,-1.4065650979622506
1252,RD2,1,0.7976470588235295,1.6342972222222223,0.5286138888888889,0.8512971428571429,1.6567416666666666,0.7573444444444444,2.107208333333334,0.4167,0.7453640066940739,-0.8753887405537293
1252,RD2,2,0.8068529411764707,1.7780555555555553,0.5076055555555556,0.8492228571428573,1.5932205882352943,0.7831264705882353,1.9769,0.3771,0.6815299612197547,-0.9752448747178256
1252,RD2,3,0.8092424242424242,1.7586388888888889,0.5139944444444444,0.8623612903225806,1.7189805555555555,0.8063882352941176,2.151680555555556,0.4191828571428572,0.7662491905541507,-0.8694480410317795
1257,CK1,1,0.8252424242424241,3.2610470588235296,0.4320575757575757,0.8707322580645163,1.2199323529411763,0.6736558823529412,1.4634969696969695,0.2557878787878788,0.3808287565613732,-1.3634067764648974
1257,CK1,2,0.8219714285714286,3.692254285714286,0.4235285714285715,0.8647147058823529,1.1800914285714286,0.6742,1.4359514285714283,0.2558485714285714,0.36182764593937994,-1.3631695273754252
1257,CK1,3,0.8234193548387095,3.740996774193549,0.4199677419354838,0.8702028571428572,1.184996875,0.6882457142857142,1.440978125,0.2523806451612904,0.36532213647190437,-1.376816834451541
1257,D1,1,0.8238571428571427,2.90494,0.4748848484848484,0.8610972222222224,1.2449823529411763,0.6358657142857143,1.511114705882353,0.2606676470588235,0.412847594295691,-1.3445090660167778
1257,D1,2,0.8237575757575758,2.269057142857143,0.50099375,0.8623142857142857,1.295121875,0.6369441176470589,1.5716656249999998,0.2791032258064516,0.45213596463872446,-1.276173580618972
1257,D1,3,0.8261000000000001,2.60926875,0.4841896551724138,0.8666971428571428,1.2718586206896556,0.6467400000000001,1.5395655172413796,0.2677103448275862,0.43150024495747147,-1.317849685842039
1257,RD2,1,0.8184137931034482,1.897937142857143,0.5379583333333332,0.8625205882352942,1.4904242424242424,0.6982194444444444,1.796584375,0.332825,0.5858872927919597,-1.1001384526641562
1257,RD2,2,0.8162727272727271,1.5208972222222223,0.5536,0.8738194444444445,1.768258333333333,0.7719,2.1747277777777776,0.3989542857142857,0.7769034970651246,-0.9189084408008105
1257,RD2,3,0.8166428571428571,1.6533314285714282,0.4937499999999999,0.853977777777778,1.513378125,0.7389294117647058,1.8145535714285717,0.3360857142857143,0.5958394713071212,-1.0903890495111093
1274,CK1,1,0.8202121212121212,2.959627272727273,0.466871875,0.867148275862069,1.2267529411764706,0.6481935483870969,1.4692757575757576,0.2638666666666666,0.3847695974617753,-1.3323113539218363
1274,CK1,2,0.8216944444444443,2.846842857142858,0.4785027777777778,0.8754861111111111,1.2276333333333336,0.6403971428571429,1.4945444444444445,0.2669194444444444,0.40182144097109485,-1.3208083723049426
1274,CK1,3,0.8259722222222222,2.8531057142857144,0.4738055555555555,0.871077142857143,1.2791055555555555,0.6677999999999998,1.5483166666666666,0.2692083333333334,0.437168319277109,-1.312269725771917
1274,D1,1,0.8132666666666668,2.555631034482759,0.4795233333333333,0.864578787878788,1.2940305555555556,0.641239393939394,1.5349906249999998,0.2869967741935484,0.4285242735286529,-1.2482843030294162
1274,D1,2,0.80658064516129,2.0329823529411764,0.4948172413793102,0.8717484848484849,1.316793548387097,0.639234375,1.6393870967741937,0.3079551724137931,0.4943224505056811,-1.1778010507121959
1274,D1,3,0.8160000000000001,2.496783333333333,0.4955833333333332,0.8544588235294117,1.281340625,0.627053125,1.54038,0.2799551724137931,0.43202913923371583,-1.2731257871521915
1274,RD2,1,0.79590625,0.8034500000000001,0.6275757575757575,0.8826742857142857,1.9789030303030304,0.7158,2.4689685714285714,0.5174029411764706,0.903800481010486,-0.6589333247151117
1274,RD2,2,0.797258064516129,0.8330583333333332,0.6166909090909092,0.8884531250000001,1.9084636363636365,0.7109861111111111,2.36995,0.484884375,0.8628688578780804,-0.7238448185287985
1274,RD2,3,0.7635151515151515,0.6185055555555556,0.6665194444444444,0.8709285714285714,2.2140555555555554,0.7228000000000001,3.082648571428571,0.7407575757575757,1.1257891532496265,-0.3000818654358714
